customer_id,day,category,amount
71,2,0,38.37
72,2,0,18.83
74,2,0,15.47
78,2,0,14.49
79,2,0,12.74
79,2,0,18.06
79,2,0,19.12
79,2,2,41.57
81,2,2,26.96
82,2,2,25.35
82,2,2,8.9
84,2,0,8.35
84,2,3,73.35
90,2,3,123.2
91,2,1,20.5
91,2,2,32.93
92,2,1,43.2
92,2,3,206.77
93,2,0,28.63
96,2,0,137.43
98,2,0,9.27
99,2,2,61.73
100,2,2,20.5
105,2,0,68.82
108,2,1,30.39
112,2,2,43.86
112,2,2,65.46
113,2,2,26.87
116,2,3,39.27
116,2,1,9.34
121,2,1,9.83
124,2,0,57.15
125,2,3,71.61
126,2,0,85.8
126,2,2,62.05
126,2,1,59.98
126,2,3,230.47
127,2,2,48.79
130,2,2,43.54
130,2,3,246.82
135,2,0,37.12
138,2,1,39.82
138,2,0,19.28
138,2,0,87.18
139,2,2,38.18
141,2,0,33.4
143,2,2,17.91
143,2,1,7.96
144,2,0,45.86
145,2,3,70.69
146,2,2,23.62
146,2,2,18.03
147,2,1,21.79
149,2,2,67.73
151,2,2,107.36
151,2,0,16.43
151,2,1,24.97
153,2,0,11.93
154,2,1,13.2
157,2,2,34.5
158,2,0,38.37
162,2,2,21.11
163,2,0,26.95
165,2,0,78.79
167,2,1,13.71
167,2,2,26.25
167,2,2,29.51
169,2,0,18.23
169,2,2,29.95
170,2,0,15.73
171,2,0,60.51
172,2,0,13.2
172,2,0,30.54
173,2,1,8.08
175,2,0,24.59
176,2,2,21.56
176,2,0,15.91
181,2,0,42.96
183,2,0,16.63
185,2,2,47.2
185,2,1,6.53
187,2,1,42.59
191,2,2,53.78
192,2,0,24.19
192,2,3,107.58
193,2,2,23.92
193,2,0,29.4
194,2,2,18.75
196,2,1,34.9
196,2,1,24.03
198,2,2,87.96
199,2,0,62.88
199,2,1,11.94
200,2,0,16.78
201,2,2,28.17
202,2,1,6.1
204,2,1,36.62
209,2,0,27.54
210,2,1,7.26
213,2,1,20.69
217,2,2,32.18
219,2,2,41.22
220,2,2,38.33
221,2,2,28.53
224,2,3,91.2
224,2,2,7.23
227,2,2,19.68
228,2,1,2.95
229,2,0,28.43
231,2,1,32.81
234,2,0,12.58
238,2,0,23.82
241,2,0,15.8
243,2,2,91.55
245,2,3,1058.04
247,2,0,8.15
248,2,0,189.15
251,2,2,55.38
252,2,1,9.9
253,2,3,235.38
253,2,0,26.36
253,2,0,23.94
254,2,0,52.9
257,2,1,31.51
257,2,0,25.01
257,2,2,40.37
258,2,0,13.4
259,2,2,406.72
259,2,0,432.05
268,2,3,49.21
269,2,1,14.7
269,2,2,17.16
271,2,0,22.19
275,2,0,30.1
278,2,0,12.49
284,2,2,15.84
285,2,2,65.48
285,2,2,72.23
290,2,0,26.51
294,2,3,139.4
295,2,1,47.43
297,2,0,13.67
298,2,0,69.81
298,2,1,20.69
300,2,0,11.35
304,2,1,6.24
306,2,0,31.66
306,2,1,11.17
307,2,1,71.56
310,2,1,18.31
310,2,1,45.81
310,2,0,123.81
311,2,1,45.69
313,2,0,10.01
318,2,3,44.27
323,2,3,95.06
324,2,0,51.55
329,2,3,349.36
329,2,1,8.08
330,2,1,46.72
330,2,3,51.34
330,2,1,51.3
330,2,0,16.45
332,2,1,33.79
333,2,0,9.43
333,2,2,45.44
336,2,1,8.22
338,2,3,201.94
338,2,0,65.33
339,2,2,64.64
343,2,1,11.65
344,2,0,23.97
347,2,1,23.96
347,2,0,73.6
348,2,0,57.42
349,2,1,17.28
350,2,1,5.39
351,2,0,16.44
351,2,1,16.08
355,2,0,7.81
360,2,0,18.62
360,2,1,15.93
360,2,1,21.71
361,2,2,45.65
361,2,0,33.74
363,2,2,71.54
364,2,1,84.05
367,2,3,70.12
367,2,0,20.08
367,2,2,27.56
371,2,0,22.84
371,2,3,73.88
371,2,1,10.38
373,2,1,5.49
373,2,0,14.24
375,2,2,42.73
376,2,2,16.82
384,2,0,38.8
385,2,0,12.79
386,2,0,65.0
387,2,1,6.86
387,2,0,7.76
390,2,1,18.53
390,2,0,12.09
395,2,0,20.39
395,2,3,79.24
395,2,2,54.41
396,2,0,21.18
397,2,2,59.04
398,2,3,44.03
408,2,1,7.58
408,2,2,24.63
412,2,3,175.89
414,2,0,52.97
414,2,0,11.75
415,2,1,52.24
415,2,1,39.91
417,2,2,28.43
421,2,0,80.07
424,2,2,36.17
426,2,2,64.99
427,2,1,15.9
428,2,2,15.69
430,2,2,33.4
433,2,1,4.56
434,2,1,9.2
435,2,1,7.7
439,2,2,35.72
439,2,0,31.1
440,2,0,17.72
440,2,2,77.28
446,2,1,57.39
447,2,2,37.91
447,2,1,16.48
448,2,0,18.87
449,2,3,394.81
449,2,2,151.16
451,2,1,26.26
451,2,2,110.74
453,2,2,14.6
453,2,3,47.65
454,2,3,56.57
461,2,2,221.88
463,2,1,14.52
463,2,2,15.33
464,2,0,37.0
466,2,1,10.32
467,2,1,16.31
467,2,0,4.77
471,2,2,38.53
471,2,0,38.04
472,2,0,36.83
475,2,2,27.87
475,2,0,14.21
476,2,2,13.8
476,2,2,9.93
477,2,0,113.82
480,2,2,132.69
481,2,0,4.6
484,2,0,54.88
488,2,3,393.29
488,2,0,28.95
488,2,2,57.82
494,2,0,50.37
495,2,2,68.18
496,2,1,17.15
498,2,2,39.5
499,2,0,120.24
502,2,1,17.08
502,2,1,23.35
503,2,2,10.82
504,2,0,44.38
505,2,2,66.59
506,2,0,65.83
507,2,2,12.48
508,2,0,36.22
515,2,0,17.0
517,2,0,38.39
517,2,0,41.27
519,2,1,9.97
521,2,0,23.95
524,2,0,36.73
527,2,3,138.93
527,2,2,39.81
528,2,2,10.98
533,2,2,161.56
535,2,2,17.25
536,2,0,40.75
537,2,0,13.02
539,2,2,22.01
541,2,2,80.21
543,2,2,47.51
544,2,0,41.34
547,2,0,30.24
548,2,2,50.8
549,2,1,24.17
551,2,0,16.94
551,2,0,23.3
551,2,0,15.03
551,2,0,17.32
554,2,2,135.02
555,2,2,36.13
556,2,3,235.2
559,2,1,15.68
561,2,2,26.85
561,2,0,26.64
561,2,0,14.6
564,2,2,33.44
565,2,1,46.06
567,2,0,6.53
569,2,0,55.53
571,2,1,6.13
573,2,3,46.49
577,2,2,30.87
579,2,1,9.66
582,2,1,26.01
584,2,1,8.49
585,2,3,132.28
587,2,1,24.18
587,2,1,51.09
588,2,1,16.52
589,2,1,9.76
590,2,2,185.31
592,2,1,14.98
593,2,2,40.0
594,2,1,12.68
600,2,0,43.13
601,2,0,20.18
604,2,2,43.08
605,2,1,23.22
606,2,2,24.17
607,2,3,200.27
608,2,0,41.56
610,2,2,36.67
613,2,0,13.4
615,2,0,23.98
615,2,2,13.08
616,2,0,11.88
629,2,0,25.35
630,2,2,68.95
632,2,0,30.05
634,2,2,108.55
634,2,1,31.54
634,2,0,170.94
638,2,3,213.55
643,2,0,50.22
644,2,2,86.97
644,2,1,15.14
646,2,1,6.14
646,2,0,8.47
648,2,0,95.97
653,2,2,252.36
653,2,1,38.55
654,2,0,8.53
655,2,0,111.69
656,2,2,131.46
662,2,0,65.85
665,2,0,22.37
667,2,3,32.02
672,2,1,28.68
672,2,2,62.47
673,2,3,96.23
681,2,2,109.26
682,2,3,332.1
682,2,2,176.11
683,2,0,19.22
684,2,0,8.29
687,2,3,122.85
688,2,2,49.97
690,2,1,18.57
691,2,1,10.52
694,2,0,13.03
696,2,3,78.88
698,2,1,53.54
698,2,2,152.07
703,2,2,31.14
704,2,0,18.1
707,2,2,13.26
707,2,0,9.72
711,2,2,25.88
713,2,0,23.98
715,2,0,35.26
716,2,2,43.33
716,2,0,18.14
718,2,2,40.04
718,2,0,13.28
718,2,0,9.88
719,2,0,42.17
719,2,2,53.91
723,2,1,28.2
730,2,0,22.32
731,2,2,102.91
732,2,0,31.36
733,2,1,1.72
734,2,2,21.21
734,2,0,9.68
736,2,3,37.19
737,2,1,7.94
738,2,0,21.46
740,2,2,4.24
742,2,0,21.81
743,2,2,56.86
745,2,0,30.05
745,2,0,79.26
749,2,0,17.21
750,2,3,88.43
750,2,0,19.94
750,2,0,10.06
751,2,1,4.68
754,2,0,34.72
754,2,0,28.71
756,2,0,19.75
760,2,2,133.18
761,2,1,63.33
762,2,1,11.59
762,2,0,9.07
765,2,0,23.72
768,2,2,75.46
768,2,3,69.93
769,2,2,62.36
772,2,2,20.83
774,2,0,9.25
775,2,0,42.73
778,2,1,52.52
782,2,1,16.99
783,2,2,54.41
783,2,3,112.42
785,2,0,75.71
786,2,1,14.04
787,2,1,11.83
789,2,0,27.67
790,2,1,21.07
791,2,2,32.29
794,2,2,14.99
797,2,2,33.55
802,2,0,31.31
803,2,1,49.32
803,2,2,45.03
803,2,1,13.32
806,2,3,86.97
806,2,0,20.0
808,2,0,36.54
810,2,0,30.55
812,2,2,37.63
816,2,3,57.54
821,2,0,79.55
821,2,3,314.67
822,2,2,50.49
823,2,0,15.76
825,2,2,157.64
831,2,1,26.27
831,2,1,10.53
837,2,1,20.55
839,2,1,21.52
839,2,1,27.82
840,2,0,23.3
840,2,0,16.87
842,2,0,57.63
844,2,2,21.79
847,2,1,5.34
849,2,0,35.69
852,2,0,33.57
853,2,0,50.58
854,2,1,11.5
855,2,3,111.52
855,2,0,22.48
857,2,2,68.99
859,2,1,51.53
860,2,0,24.51
863,2,0,14.64
863,2,2,75.62
864,2,1,44.95
866,2,0,19.3
870,2,0,18.82
870,2,0,89.26
871,2,0,19.93
876,2,0,124.29
876,2,1,28.0
877,2,3,109.19
879,2,0,77.18
880,2,2,27.63
880,2,0,23.02
883,2,2,73.23
883,2,2,45.59
885,2,2,172.03
886,2,2,41.81
887,2,2,25.21
891,2,1,33.44
894,2,0,64.23
898,2,1,71.02
898,2,1,27.24
898,2,1,57.04
903,2,0,11.34
905,2,0,52.56
908,2,1,16.15
908,2,2,34.98
910,2,2,41.09
912,2,0,28.63
913,2,2,26.87
913,2,0,26.78
921,2,1,24.4
921,2,1,17.99
923,2,2,36.81
924,2,1,36.68
925,2,0,30.62
928,2,1,70.22
935,2,2,80.53
936,2,2,29.31
938,2,1,14.55
939,2,1,87.54
941,2,0,18.27
943,2,0,149.44
946,2,0,6.76
949,2,0,17.75
955,2,0,17.8
960,2,0,21.22
960,2,0,8.52
961,2,2,24.43
964,2,0,26.32
965,2,0,44.87
965,2,2,46.02
970,2,0,30.89
970,2,1,8.61
971,2,1,15.97
972,2,0,18.0
972,2,0,45.7
973,2,1,37.03
976,2,0,67.32
976,2,2,40.2
977,2,0,7.46
977,2,0,51.16
978,2,1,9.45
978,2,2,74.51
978,2,3,73.59
980,2,0,14.64
982,2,0,48.78
986,2,2,30.76
990,2,1,10.77
991,2,2,82.51
991,2,2,51.87
995,2,0,57.09
995,2,0,60.84
998,2,1,3.91
999,2,1,43.21
999,2,0,33.61
1001,2,1,27.06
1008,2,1,35.37
1009,2,0,28.13
1010,2,3,201.45
1010,2,0,13.3
1011,2,1,20.98
1012,2,2,8.55
1012,2,0,25.0
1013,2,2,43.75
1014,2,0,46.89
1017,2,0,46.74
1018,2,0,56.87
1019,2,1,15.47
1019,2,0,65.85
1021,2,0,21.18
1022,2,2,54.23
1025,2,1,7.08
1028,2,1,24.26
1032,2,0,20.61
1032,2,2,97.05
1032,2,2,23.41
1032,2,1,32.21
1033,2,0,53.17
1033,2,2,39.0
1036,2,2,28.21
1036,2,1,24.51
1036,2,2,36.25
1037,2,0,53.04
1038,2,0,55.69
1038,2,2,68.08
1042,2,1,2.23
1047,2,1,7.1
1051,2,3,104.29
1055,2,1,12.7
1055,2,2,52.47
1058,2,2,42.2
1059,2,2,27.15
1062,2,0,25.44
1062,2,3,144.16
1062,2,1,27.34
1062,2,0,8.81
1063,2,1,10.02
1065,2,0,16.03
1066,2,2,38.17
1070,2,0,18.38
1074,2,0,12.52
1074,2,1,11.72
1079,2,3,168.6
1080,2,0,61.55
1085,2,0,9.36
1086,2,1,9.61
1090,2,1,23.13
1092,2,2,103.76
1095,2,0,11.59
1095,2,0,27.72
1099,2,1,8.6
1100,2,0,19.92
1100,2,3,97.62
1104,2,1,31.95
1106,2,0,24.04
1106,2,0,22.66
1112,2,3,56.22
1115,2,3,176.86
1119,2,1,33.85
1120,2,2,13.06
1121,2,3,177.51
1121,2,1,19.23
1121,2,0,87.56
1122,2,0,111.58
1122,2,2,32.19
1122,2,1,19.57
1123,2,0,36.35
1126,2,0,29.71
1133,2,1,6.95
1139,2,0,39.91
1139,2,2,43.12
1140,2,2,98.06
1142,2,1,20.68
1143,2,0,23.81
1143,2,2,42.25
1143,2,0,48.85
1144,2,0,31.75
1144,2,0,10.49
1146,2,0,68.49
1148,2,0,12.6
1148,2,1,20.6
1150,2,0,60.25
1151,2,1,16.9
1153,2,2,35.21
1153,2,0,62.59
1155,2,0,14.76
1156,2,2,112.36
1156,2,2,93.63
1156,2,1,15.83
1159,2,1,9.91
1165,2,1,8.63
1165,2,0,12.29
1169,2,1,16.92
1171,2,1,26.38
1171,2,1,8.66
1171,2,0,18.03
1171,2,2,105.77
1173,2,0,12.79
1173,2,2,38.29
1176,2,2,108.23
1176,2,2,36.86
1177,2,2,34.4
1177,2,0,50.3
1178,2,0,101.41
1178,2,0,11.58
1183,2,2,47.11
1188,2,0,25.76
1192,2,1,15.13
1192,2,3,97.81
1193,2,2,73.29
1194,2,1,13.97
1194,2,0,26.87
1195,2,2,48.3
1195,2,0,19.1
1198,2,1,14.64
1199,2,1,33.37
1,3,1,33.13
3,3,1,11.59
5,3,0,26.22
6,3,0,21.7
7,3,0,16.98
8,3,2,55.52
10,3,2,171.78
11,3,0,20.24
11,3,2,57.32
11,3,0,25.0
12,3,1,13.83
13,3,0,37.16
13,3,2,124.08
14,3,2,48.3
14,3,1,27.13
21,3,1,34.47
23,3,1,19.22
26,3,0,38.89
26,3,1,30.32
34,3,1,4.62
34,3,3,25.87
40,3,0,25.0
42,3,0,16.25
46,3,0,20.01
53,3,2,12.01
53,3,2,9.97
58,3,1,25.19
59,3,1,63.27
61,3,0,67.58
61,3,1,17.98
62,3,0,14.72
62,3,3,101.16
62,3,1,7.16
65,3,0,28.59
67,3,0,31.07
67,3,2,21.55
69,3,0,66.55
70,3,2,28.31
72,3,0,41.08
74,3,0,47.81
79,3,0,21.05
80,3,0,23.95
84,3,0,8.08
84,3,2,32.33
88,3,2,15.84
90,3,2,60.58
92,3,1,29.98
93,3,1,30.38
94,3,2,51.15
96,3,1,22.26
100,3,0,16.09
103,3,1,8.19
105,3,2,37.68
110,3,1,4.68
111,3,0,25.05
111,3,1,16.23
111,3,1,21.22
113,3,0,95.76
114,3,2,26.33
116,3,2,49.64
116,3,3,140.17
117,3,0,33.33
121,3,3,41.99
122,3,2,44.5
122,3,3,127.02
124,3,0,19.15
124,3,1,9.3
124,3,1,28.25
128,3,3,367.43
131,3,1,45.56
133,3,0,38.64
136,3,2,42.88
141,3,0,17.03
141,3,0,16.95
141,3,3,159.83
147,3,2,46.31
147,3,2,65.59
148,3,2,49.87
149,3,0,62.51
152,3,1,40.07
154,3,0,47.04
158,3,2,29.71
161,3,2,54.24
161,3,2,8.81
161,3,0,8.99
163,3,2,47.24
163,3,1,101.77
166,3,0,38.79
166,3,1,9.08
167,3,1,9.23
168,3,1,31.36
170,3,2,19.69
171,3,0,29.75
171,3,0,6.38
171,3,3,118.61
172,3,0,20.52
174,3,1,5.93
174,3,2,12.99
175,3,0,15.05
179,3,2,26.81
181,3,0,44.73
181,3,0,46.62
183,3,1,5.91
184,3,1,24.02
186,3,1,11.76
192,3,0,20.23
195,3,0,8.67
200,3,1,34.89
201,3,0,49.15
204,3,0,29.11
205,3,0,40.92
206,3,2,25.36
207,3,0,50.89
207,3,0,35.99
210,3,0,33.02
210,3,2,6.3
214,3,0,21.61
215,3,1,6.21
216,3,0,21.48
217,3,3,89.74
220,3,0,18.02
224,3,1,14.55
224,3,2,19.98
230,3,0,56.16
231,3,0,24.21
233,3,1,49.14
235,3,0,18.25
235,3,0,51.9
236,3,0,19.24
238,3,0,35.41
239,3,0,28.43
249,3,0,80.08
250,3,1,35.99
251,3,1,6.02
252,3,2,31.8
254,3,2,62.23
254,3,1,124.36
257,3,0,20.91
261,3,0,4.72
262,3,0,54.15
263,3,2,68.24
264,3,1,17.3
264,3,1,20.15
267,3,2,26.05
267,3,0,56.47
268,3,0,22.79
268,3,2,39.39
269,3,0,42.92
272,3,0,10.14
273,3,1,12.29
273,3,0,14.67
275,3,2,16.71
275,3,2,23.44
275,3,2,39.38
275,3,3,106.91
275,3,3,31.93
277,3,1,12.3
279,3,0,41.12
281,3,2,29.96
284,3,1,10.69
287,3,3,21.95
289,3,1,26.33
290,3,0,18.07
292,3,2,43.76
295,3,0,24.31
298,3,0,68.31
301,3,1,20.04
305,3,0,40.99
306,3,2,57.87
307,3,2,119.34
307,3,2,116.6
308,3,0,12.94
308,3,2,27.4
309,3,2,45.55
310,3,2,102.33
310,3,0,71.07
311,3,2,66.77
313,3,2,22.31
319,3,0,48.83
321,3,2,35.1
322,3,0,14.79
323,3,1,9.39
324,3,1,48.09
329,3,2,34.44
329,3,1,8.5
330,3,0,10.89
331,3,2,53.59
332,3,1,31.58
333,3,2,26.26
333,3,3,49.74
336,3,0,67.87
338,3,0,62.49
338,3,0,165.59
339,3,1,10.66
340,3,0,29.25
340,3,1,35.7
341,3,1,6.71
341,3,0,36.07
342,3,2,59.39
344,3,2,53.45
344,3,2,84.19
346,3,0,162.79
349,3,0,22.17
350,3,0,8.52
350,3,1,8.19
350,3,0,8.86
351,3,0,28.0
355,3,0,39.14
355,3,3,34.09
363,3,3,255.46
363,3,0,36.3
363,3,0,32.24
373,3,1,13.7
374,3,2,36.57
393,3,0,31.89
395,3,1,10.22
395,3,3,36.9
395,3,1,37.68
395,3,0,35.04
399,3,0,10.42
399,3,0,3.56
400,3,0,22.59
403,3,0,27.29
406,3,0,5.83
409,3,0,5.26
414,3,2,45.59
416,3,0,39.14
419,3,0,12.01
419,3,1,2.72
420,3,0,3.52
420,3,1,4.0
425,3,2,13.44
427,3,0,25.44
428,3,0,48.97
429,3,1,86.5
437,3,3,44.22
439,3,1,13.37
446,3,0,72.43
446,3,2,252.96
448,3,2,18.46
449,3,0,20.94
450,3,0,31.7
451,3,3,87.33
451,3,1,16.84
458,3,2,37.2
459,3,0,36.12
464,3,0,39.85
465,3,3,37.07
465,3,2,30.57
467,3,2,11.66
467,3,0,5.38
469,3,0,44.88
469,3,1,19.26
472,3,1,13.12
472,3,1,28.2
473,3,0,21.35
473,3,3,157.88
474,3,0,21.34
474,3,1,47.25
478,3,0,6.13
483,3,0,50.9
483,3,0,11.86
483,3,1,24.11
483,3,1,17.41
487,3,0,12.33
489,3,0,63.41
491,3,2,448.33
496,3,3,48.98
497,3,1,155.14
498,3,1,4.6
503,3,0,16.28
504,3,0,76.16
509,3,0,13.83
511,3,2,146.29
511,3,1,30.57
514,3,2,32.94
519,3,0,24.49
520,3,1,11.49
527,3,1,21.64
531,3,3,428.78
532,3,1,9.2
532,3,0,8.89
535,3,2,14.8
535,3,1,7.91
537,3,1,32.38
541,3,1,6.8
544,3,3,92.17
544,3,0,34.47
546,3,0,15.72
551,3,1,11.39
553,3,2,57.05
554,3,2,124.62
557,3,2,80.47
557,3,1,9.61
559,3,0,44.9
559,3,1,13.05
560,3,1,49.58
560,3,0,9.59
561,3,2,47.29
562,3,0,13.8
563,3,2,80.36
563,3,0,33.51
567,3,1,21.29
567,3,3,98.49
568,3,0,43.54
570,3,1,5.91
571,3,2,13.21
571,3,3,72.67
573,3,1,8.51
574,3,0,30.27
574,3,1,16.26
577,3,0,19.35
577,3,0,44.69
582,3,2,35.45
582,3,1,16.07
582,3,0,50.13
586,3,0,14.24
586,3,2,15.53
591,3,1,35.39
595,3,2,30.66
595,3,1,4.08
595,3,2,56.81
596,3,1,26.98
596,3,1,31.23
597,3,3,34.28
597,3,0,13.65
598,3,0,27.88
599,3,0,11.87
600,3,2,38.83
603,3,2,285.92
604,3,0,46.29
606,3,3,44.96
608,3,1,19.19
609,3,2,57.58
609,3,1,36.67
613,3,0,29.8
618,3,1,35.08
621,3,0,57.71
622,3,2,47.42
623,3,1,36.54
623,3,2,61.16
627,3,2,49.54
627,3,1,11.64
628,3,2,96.98
629,3,2,39.09
630,3,2,82.19
631,3,3,47.21
633,3,1,8.06
634,3,2,54.97
634,3,0,52.81
636,3,3,88.25
637,3,1,4.87
638,3,0,40.97
639,3,0,13.68
639,3,1,4.55
639,3,1,3.19
640,3,3,43.43
643,3,3,299.89
646,3,3,111.19
651,3,0,37.62
653,3,1,41.14
656,3,2,312.88
659,3,2,17.91
659,3,2,29.03
662,3,0,15.3
663,3,1,14.43
666,3,0,38.68
668,3,0,16.69
668,3,3,46.52
675,3,1,38.52
675,3,1,55.78
675,3,3,117.85
676,3,0,28.42
677,3,2,29.18
678,3,0,10.35
681,3,1,36.41
681,3,0,21.98
682,3,0,91.16
682,3,0,79.11
682,3,1,106.2
683,3,2,45.45
683,3,0,13.3
686,3,1,23.57
686,3,0,18.48
688,3,1,31.36
688,3,2,35.13
688,3,1,15.02
690,3,0,41.47
690,3,0,24.71
694,3,0,16.44
694,3,1,8.02
697,3,1,3.42
697,3,2,38.93
697,3,0,15.27
707,3,2,70.78
707,3,2,13.87
710,3,1,3.67
711,3,2,50.45
711,3,2,27.01
713,3,2,27.48
714,3,3,178.21
715,3,2,59.29
719,3,0,31.01
719,3,3,241.17
719,3,2,71.18
720,3,2,29.03
722,3,2,27.53
723,3,2,94.06
726,3,2,16.02
727,3,1,11.3
729,3,0,82.18
730,3,0,47.03
733,3,2,18.14
734,3,0,26.7
735,3,1,4.42
738,3,1,76.32
740,3,0,4.54
742,3,1,24.91
747,3,1,10.87
749,3,0,22.25
751,3,0,9.02
752,3,2,109.6
752,3,0,101.78
752,3,1,41.78
753,3,0,24.35
753,3,0,29.44
754,3,2,42.8
756,3,0,61.32
757,3,1,6.76
757,3,1,3.21
758,3,1,7.55
759,3,1,24.51
761,3,2,152.1
762,3,1,7.85
763,3,1,42.07
765,3,1,4.99
766,3,3,234.49
767,3,0,22.04
771,3,2,55.91
772,3,0,27.85
773,3,1,20.62
774,3,2,13.66
775,3,1,20.58
775,3,0,34.03
776,3,2,18.95
778,3,0,68.76
779,3,3,203.84
780,3,0,66.18
787,3,0,5.64
787,3,3,48.04
789,3,0,52.16
789,3,0,17.27
791,3,3,54.49
791,3,0,8.41
796,3,2,91.16
803,3,1,54.89
804,3,1,21.43
804,3,1,15.92
805,3,2,50.03
